stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;2.02405E+11;6;0;3.4;99.3;1.3;1.3
THU;2.02405E+11;6;0;3.3;99.3;1.5;1.4
THU;2.02405E+11;6;0;3.3;99.3;1.6;1.6
THU;2.02405E+11;6.3;0;3.9;99.3;1.1;1.1
THU;2.02405E+11;6.4;0;4.3;99.3;1.5;1.5
THU;2.02405E+11;6.5;0;4.4;99.3;1.3;1.3
THU;2.02405E+11;6.4;0;4.3;99.3;1.2;1.2
THU;2.02405E+11;6.4;0;4.3;99.3;1.9;1.9
THU;2.02405E+11;6.4;0;4.3;99.3;1.8;1.8
THU;2.02405E+11;6.6;0;4.8;99.3;2;1.9
THU;2.02405E+11;6.8;0;5.3;99.3;1.4;1.4
THU;2.02405E+11;7;0;5.6;99.2;0.8;0.7
THU;2.02405E+11;6.8;0;5.3;99.2;0.8;0.8
THU;2.02405E+11;6.8;0;5.1;99.3;1.8;1.7
THU;2.02405E+11;6.8;0;5.3;99.3;2.1;2.1
THU;2.02405E+11;6.6;0;4.8;99.3;2.2;2.1
THU;2.02405E+11;6.5;0;4.4;99.3;2.4;2.4
THU;2.02405E+11;6.4;0;4.3;99.3;2.1;2.1
THU;2.02405E+11;6.3;0;4.1;99.3;1.1;1.1
THU;2.02405E+11;6.3;0;4;99.3;0.6;0.5
THU;2.02405E+11;6.3;0;3.8;99.3;0.5;0.2
THU;2.02405E+11;6.3;0;3.9;99.3;0.5;0.4
THU;2.02405E+11;6.1;0;3.6;99.3;1.1;1
THU;2.02405E+11;6;0;3.3;99.3;0.6;0.5
THU;2.02405E+11;6;0;3.2;99.3;0.5;0.5
THU;2.02405E+11;5.9;0;2.9;99.3;0.3;0.1
THU;2.02405E+11;5.5;0;2;99.3;1.2;1
THU;2.02405E+11;5.4;0;1.7;99.3;1.1;1.1
THU;2.02405E+11;5.4;0;1.8;99.3;0.9;0.7
THU;2.02405E+11;5.5;3;2;99.3;0.7;0.6
THU;2.02405E+11;5.5;7;2;99.3;1.3;1.3
THU;2.02405E+11;5.5;14;2;99.3;0.8;0.7
THU;2.02405E+11;5.6;50;2.2;99.3;0.7;0.5
THU;2.02405E+11;5.6;68;2.2;99.3;2;1.9
THU;2.02405E+11;5.7;113;2.4;99.3;2;1.9
THU;2.02405E+11;6.1;123;3.5;99.3;1.5;1.5
THU;2.02405E+11;6.6;172;4.5;99.3;1;0.9
THU;2.02405E+11;6.8;153;5.3;99.3;0.6;0.5
THU;2.02405E+11;7.1;127;5.7;99.3;0.2;0.1
THU;2.02405E+11;7.1;156;5.9;99;0.4;0.3
THU;2.02405E+11;6.9;148;6.3;93.2;1.4;1.3
THU;2.02405E+11;6.8;167;6.3;92.3;2.6;2.4
THU;2.02405E+11;7.3;196;6.3;98.1;2.6;2.6
THU;2.02405E+11;7.2;265;6.8;94.5;2.1;2.1
THU;2.02405E+11;7.1;275;7.3;90.2;2;1.9
THU;2.02405E+11;6.9;362;7.8;85;1.6;1.5
THU;2.02405E+11;6.6;407;8;80.3;1.2;1.1
THU;2.02405E+11;6.8;323;8.3;80;1.3;1.1
THU;2.02405E+11;6.6;293;8.3;79;1.1;0.9
THU;2.02405E+11;6.9;348;8.3;81.4;1.7;1.7
THU;2.02405E+11;7;507;8.7;80.8;0.8;0.7
THU;2.02405E+11;7.4;532;9.4;81.5;1.2;0.9
THU;2.02405E+11;6.8;560;9.2;76.3;0.9;0.8
THU;2.02405E+11;7;519;9.5;77;0.8;0.6
THU;2.02405E+11;7.2;652;10.1;75.9;0.6;0.3
THU;2.02405E+11;7.2;641;10.4;74.5;0.8;0.1
THU;2.02405E+11;7.1;541;10.5;73.4;0.9;0.7
THU;2.02405E+11;7;634;10.6;71.7;0.7;0.5
THU;2.02405E+11;7.4;671;11.3;72.4;0.8;0.6
THU;2.02405E+11;7.5;741;11.4;73.3;1.1;1
THU;2.02405E+11;7.3;794;11.5;70.5;1.2;1.1
THU;2.02405E+11;6.9;848;12;65.1;0.7;0.4
THU;2.02405E+11;6.9;743;12.4;62.9;0.6;0.3
THU;2.02405E+11;6.7;740;12.8;59.4;1.1;1
THU;2.02405E+11;6.4;786;12.8;57.8;0.5;0.3
THU;2.02405E+11;6.5;811;13.1;57.1;0.7;0.3
THU;2.02405E+11;6.9;790;13.6;58.3;0.9;0.5
THU;2.02405E+11;6.7;697;13.7;57.1;1.4;1.2
THU;2.02405E+11;6.3;464;13.7;52.8;1.9;1.8
THU;2.02405E+11;6;456;13.8;50.3;1.8;1.7
THU;2.02405E+11;6.2;770;14.1;51.2;2.1;2
THU;2.02405E+11;5.9;943;14.5;47.3;2.5;2.3
THU;2.02405E+11;6.6;713;14.6;53.2;2.9;2.9
THU;2.02405E+11;6.7;545;14.3;54.5;2;1.7
THU;2.02405E+11;6.8;907;14.8;53.2;1.8;1.7
THU;2.02405E+11;6.8;980;15.3;51.8;2;1.8
THU;2.02405E+11;7.2;973;15.8;53.3;1.8;1.6
THU;2.02405E+11;6.9;961;15.5;52.5;1.6;1.3
THU;2.02405E+11;7.3;966;16.1;53.3;1.9;1.7
THU;2.02405E+11;7;923;15.8;51.9;2;1.6
THU;2.02405E+11;7.5;898;16.3;53.9;3.3;2.9
THU;2.02405E+11;7.3;776;16.2;52.6;2.5;2.4
THU;2.02405E+11;7.2;899;16.4;51.5;2.6;2.4
THU;2.02405E+11;6.9;849;16.8;48.7;2.4;2.3
THU;2.02405E+11;7.1;482;16.2;51.4;2.7;2.5
THU;2.02405E+11;7.1;540;16.1;52;2.5;2.4
THU;2.02405E+11;7.4;842;16.7;52;2.3;2.1
THU;2.02405E+11;7.2;692;16.5;51.1;2.7;2.5
THU;2.02405E+11;7.1;433;16.4;51.2;2.6;2
THU;2.02405E+11;7.3;306;16.4;52.7;2.5;2.3
THU;2.02405E+11;7.5;252;16.4;53.9;2.7;2.7
THU;2.02405E+11;7.7;366;16.4;55.5;2.6;2.6
THU;2.02405E+11;7.5;286;16.2;54.5;2.5;2.5
THU;2.02405E+11;7.6;368;16.4;54.3;1.9;1.8
THU;2.02405E+11;7.4;222;16.3;53.5;1.7;1.6
THU;2.02405E+11;7.4;312;16.3;53.5;1.7;1.7
THU;2.02405E+11;7.5;378;16.6;53.1;1.5;1.4
THU;2.02405E+11;7.5;379;16.5;53.1;1.3;1.2
THU;2.02405E+11;7.6;394;16.7;53;1.7;1.6
THU;2.02405E+11;7.5;366;16.5;53.5;1.3;1.2
THU;2.02405E+11;7.6;260;16.5;53.8;1.7;1.7
THU;2.02405E+11;7.6;332;16.5;53.7;1.2;1
THU;2.02405E+11;7.5;207;16.4;53.7;1;1
THU;2.02405E+11;7.6;323;16.9;52.8;0.6;0.5
THU;2.02405E+11;7.6;255;16.6;54;1.2;1.2
THU;2.02405E+11;7.6;234;16.5;54.1;1.2;1.1
THU;2.02405E+11;7.6;197;16.4;54.9;1.4;1.3
THU;2.02405E+11;7.6;179;16.5;53.7;1.3;1.3
THU;2.02405E+11;7.7;83;16.1;56.5;1.5;1.4
THU;2.02405E+11;7.7;56;15.8;57.4;1.3;1.3
THU;2.02405E+11;7.7;37;15.5;58.4;1;1
THU;2.02405E+11;8.3;22;14.5;66.8;1.1;1.1
THU;2.02405E+11;8.5;20;14.4;68.9;0.6;0.6
THU;2.02405E+11;9.2;13;13;81.6;0.7;0.6
THU;2.02405E+11;9.4;6;12.9;83.7;0.9;0.9
THU;2.02405E+11;9.4;1;12.1;87.7;1.3;1.3
THU;2.02405E+11;9.5;0;12.3;87.4;1.1;1
THU;2.02405E+11;9.4;0;12.6;84.7;0.9;0.9
THU;2.02405E+11;9.5;0;12.5;86.2;0.8;0.8
THU;2.02405E+11;9;0;12.5;81.2;1.5;1.5
THU;2.02405E+11;9.2;0;11.4;89.9;0.6;0.3
THU;2.02405E+11;9.1;0;11.8;86.6;0.4;0.4
THU;2.02405E+11;9.1;0;11.4;88.7;1.2;1.2
THU;2.02405E+11;9;0;9.9;95.6;1;1
THU;2.02405E+11;9.3;0;10.1;97.8;1.1;1.1
THU;2.02405E+11;9;0;9.6;98.9;1.1;1
THU;2.02405E+11;9.3;0;10;98.4;0.9;0.9
THU;2.02405E+11;8.9;0;9.5;97.6;0.6;0.6
THU;2.02405E+11;8.8;0;9.1;99.2;0.7;0.7
THU;2.02405E+11;8.9;0;9.3;99.2;0.6;0.5
THU;2.02405E+11;9.1;0;9.6;99.2;0.6;0.6
THU;2.02405E+11;9.2;0;9.8;99.2;0.5;0.5
THU;2.02405E+11;9.3;0;9.9;99.2;0.4;0.4
THU;2.02405E+11;9.3;0;10;98.3;0.7;0.7
THU;2.02405E+11;9.3;0;10.1;99;0.5;0.5
THU;2.02405E+11;9.2;0;10.3;96.7;0.3;0.3
THU;2.02405E+11;9.2;0;10.3;96.9;0.5;0.5
THU;2.02405E+11;9.2;0;9.8;99.2;0.7;0.7
THU;2.02405E+11;9.3;0;10.1;99.1;1;1
THU;2.02405E+11;9.1;0;10.6;93.1;0.6;0.6
THU;2.02405E+11;8.8;0;11;87.4;0.7;0.7
THU;2.02405E+11;8.8;0;11;87.6;0.6;0.6
THU;2.02405E+11;9.3;0;10.5;96.3;0.7;0.6
THU;2.02405E+11;9.3;0;10.2;98.4;0.5;0.4
THU;2.02405E+11;9.3;0;10;98.6;0.5;0.4
THU;2.02405E+11;9.2;0;9.9;98.2;0.9;0.6
THU;2.02405E+11;8.8;0;9.2;99.2;1.8;1.8
THU;2.02405E+11;9.1;0;9.6;99.2;1.3;1.3
THU;2.02405E+11;9;0;9.4;99.2;1;1
THU;2.02405E+11;9;0;9.4;99.2;0.8;0.8
THU;2.02405E+11;8.9;0;9.3;99.2;0.9;0.8
THU;2.02405E+11;9.2;0;9.8;99.2;0.5;0.5
THU;2.02405E+11;9.2;0;9.9;98.5;1.2;1
THU;2.02405E+11;9.1;0;9.9;98;1.1;0.4
THU;2.02405E+11;9.2;0;9.9;98.8;0.9;0.8
THU;2.02405E+11;9.2;0;10.2;96.3;0.7;0.6
THU;2.02405E+11;9.3;0;10;98.3;0.2;0.1
THU;2.02405E+11;9.3;0;9.9;99.2;0.6;0.5
THU;2.02405E+11;9.1;0;9.7;99.3;0.8;0.8
THU;2.02405E+11;9.1;0;9.6;99.3;1.2;1
THU;2.02405E+11;9.1;0;9.6;99.3;0.9;0.6
THU;2.02405E+11;9.2;0;9.8;99.3;1;0.8
THU;2.02405E+11;9.2;0;9.8;99.3;0.5;0.3
THU;2.02405E+11;9.1;0;9.7;99.3;0.9;0.9
THU;2.02405E+11;9.2;0;9.8;99.3;0.7;0.7
THU;2.02405E+11;9.2;0;9.8;99.3;0.9;0.4
THU;2.02405E+11;9.1;0;9.7;99.3;0.7;0.4
THU;2.02405E+11;9.1;0;9.7;99.3;1;0.3
THU;2.02405E+11;9.2;0;9.8;99.3;0.5;0.5
THU;2.02405E+11;9.3;0;10;99.3;0.4;0.3
THU;2.02405E+11;9.3;0;10;99.3;1.1;0.9
THU;2.02405E+11;9.6;0;10.4;99;1.5;1.2
THU;2.02405E+11;9.4;0;10.5;97.3;1.1;0.5
THU;2.02405E+11;9.5;0;10.4;98.6;2.5;2.1
THU;2.02405E+11;9.3;2;10.3;97.8;2.1;0.8
THU;2.02405E+11;9.5;6;10.3;99.2;1.4;1.3
THU;2.02405E+11;9.5;8;10.3;99;1.9;1.8
THU;2.02405E+11;9.4;8;10.2;99.2;1.3;1.1
THU;2.02405E+11;9.5;10;10.3;98.7;1;0.6
THU;2.02405E+11;9.4;16;10.4;97.3;1.1;0.2
THU;2.02405E+11;9.2;19;10.4;96.2;1.1;1
THU;2.02405E+11;9.6;32;10.4;99.1;1;1
THU;2.02405E+11;9.6;42;10.4;99.2;0.6;0.5
THU;2.02405E+11;9.6;43;10.6;98.6;0.6;0.6
THU;2.02405E+11;9.6;39;10.6;98.8;1.3;1.3
THU;2.02405E+11;9.6;54;10.6;98.8;0.9;0.9
THU;2.02405E+11;9.8;85;10.7;99.2;0.6;0.5
THU;2.02405E+11;9.8;89;10.9;98.5;0.9;0.9
THU;2.02405E+11;9.5;72;10.9;96;0.9;0.8
THU;2.02405E+11;9.8;61;10.8;99;0.6;0.6
THU;2.02405E+11;9.8;109;10.9;98.8;0.3;0.3
THU;2.02405E+11;9.8;147;11;98.1;0.3;0.2
THU;2.02405E+11;9.9;159;11.1;98.4;0.7;0.5
THU;2.02405E+11;9.8;215;11.4;95.5;0.5;0.3
THU;2.02405E+11;10;195;11.5;96.8;0.7;0.4
THU;2.02405E+11;10.1;183;11.6;97.4;1;0.9
THU;2.02405E+11;9.9;212;11.8;94.3;0.6;0.5
THU;2.02405E+11;10;159;11.9;93.9;0.6;0.6
THU;2.02405E+11;10.2;213;12.2;94.2;0.7;0.7
THU;2.02405E+11;10.3;240;12.4;94.8;1;0.9
THU;2.02405E+11;10.2;205;12.5;92.9;1.5;1.4
THU;2.02405E+11;9.6;232;12.4;87.6;1.3;1.3
THU;2.02405E+11;9.6;204;12.8;85.8;0.9;0.9
THU;2.02405E+11;9.8;264;13.1;85.9;0.6;0.5
THU;2.02405E+11;10;377;13.5;85.4;0.6;0.4
THU;2.02405E+11;10.1;382;13.7;85.7;0.6;0.6
THU;2.02405E+11;9.7;252;13.7;82.3;1.4;1.2
THU;2.02405E+11;9.4;276;13.8;79.3;1.6;1.6
THU;2.02405E+11;9.2;317;14;76.4;0.9;0.8
THU;2.02405E+11;9.2;388;14.3;75;1.2;1.2
THU;2.02405E+11;9.4;384;14.3;76.7;1.8;1.7
THU;2.02405E+11;9.3;355;14.3;76.2;2.3;2.3
THU;2.02405E+11;9.1;375;14.2;74.7;2.3;2.3
THU;2.02405E+11;9.3;487;14.9;73;2;2
THU;2.02405E+11;9.2;653;15.3;70.5;2.3;2.3
THU;2.02405E+11;9.1;618;15.6;68.2;2.5;2.5
THU;2.02405E+11;8.9;578;15.9;66.1;2.5;2.4
THU;2.02405E+11;8.9;717;16.3;64.4;1.4;1.2
THU;2.02405E+11;8.8;861;16.5;63;1;0.8
THU;2.02405E+11;8.9;791;16.9;61.8;0.8;0.4
THU;2.02405E+11;8.9;610;16.9;61.7;1.2;1
THU;2.02405E+11;9;819;17.3;60.6;1.2;1
THU;2.02405E+11;9;722;17.6;60;1.5;1.3
THU;2.02405E+11;8.7;390;17.3;59.2;2.1;2.1
THU;2.02405E+11;8.7;606;17.3;59.2;1.5;1.5
THU;2.02405E+11;8.5;441;17.2;58.3;1;1
THU;2.02405E+11;8.6;374;17.5;57.8;0.4;0.2
THU;2.02405E+11;8.9;416;17.8;59.1;0.4;0.1
THU;2.02405E+11;8.9;373;17.8;58.7;0.7;0.5
THU;2.02405E+11;9.1;266;17.9;59.7;0.2;0.1
THU;2.02405E+11;9;343;18;58.5;0.5;0.3
THU;2.02405E+11;9;288;18.1;58.2;0.6;0.5
THU;2.02405E+11;8.8;196;18.1;56.7;0.7;0.6
THU;2.02405E+11;9;349;18.1;58.5;0.6;0.5
THU;2.02405E+11;8.9;335;18.4;56.5;0.6;0.5
THU;2.02405E+11;8.8;267;18.1;56.8;0.8;0.7
THU;2.02405E+11;8.7;621;18.7;54.2;0.9;0.8
THU;2.02405E+11;8.9;382;18.8;55.1;0.7;0.6
THU;2.02405E+11;8.9;236;18.6;56;0.8;0.7
THU;2.02405E+11;9;122;18.3;57.6;1.1;1
THU;2.02405E+11;9.1;121;18.3;58.7;0.8;0.8
THU;2.02405E+11;9.7;146;18.2;62.3;1;1
THU;2.02405E+11;10.3;176;18.3;65.6;1;1
THU;2.02405E+11;10.1;120;18.3;64.8;1;0.9
THU;2.02405E+11;10.1;85;18.2;65.1;0.7;0.7
THU;2.02405E+11;10.5;123;18.1;68;1;1
THU;2.02405E+11;10.4;159;17.9;68.5;1;0.6
THU;2.02405E+11;9.7;122;17.8;63.9;0.5;0.5
THU;2.02405E+11;9.6;95;17.9;62.9;0.7;0.7
THU;2.02405E+11;10.2;92;17.6;67.9;1;0.9
THU;2.02405E+11;10.1;73;17.5;67.9;0.9;0.9
THU;2.02405E+11;9.8;74;17.6;65.7;0.5;0.4
THU;2.02405E+11;10.4;82;17.3;70.9;0.5;0.5
THU;2.02405E+11;10.3;79;17.4;69.6;0.2;0.2
THU;2.02405E+11;10.9;61;17;75.3;0.1;0
THU;2.02405E+11;11.5;43;16.8;80.5;0.3;0.3
THU;2.02405E+11;11.5;29;16.6;81.5;0.3;0.3
THU;2.02405E+11;11.9;17;16;87.6;0.4;0.1
THU;2.02405E+11;11.8;4;14.6;94.5;0.8;0.8
THU;2.02405E+11;11.8;1;15.2;91.2;0.2;0.2
THU;2.02405E+11;11.9;0;15.1;92.3;0.7;0.7
THU;2.02405E+11;11.9;0;14.7;94.3;0.4;0.3
THU;2.02405E+11;11.8;0;14.4;95.5;0.6;0.5
THU;2.02405E+11;11.8;0;13.8;98.8;0.4;0.3
THU;2.02405E+11;11.4;0;13.2;99.2;1.2;1.1
THU;2.02405E+11;11.4;0;13.3;99.2;0.5;0.5
THU;2.02405E+11;11.4;0;13.3;99.2;0.4;0.4
THU;2.02405E+11;11;0;12.6;99.2;0.7;0.6
THU;2.02405E+11;10.5;0;11.9;99.3;1;1
THU;2.02405E+11;10.2;0;11.4;99.3;1;1
THU;2.02405E+11;10.7;0;12.2;99.3;0.4;0.4
THU;2.02405E+11;10.9;0;12.4;99.2;0.3;0.2
THU;2.02405E+11;10.8;0;12.4;98.9;1;0.7
THU;2.02405E+11;11;0;12.6;99.2;1.4;1.4
THU;2.02405E+11;11.4;0;13.2;99.2;1.9;1.9
THU;2.02405E+11;11.3;0;13.1;98.7;1.7;1.2
THU;2.02405E+11;11.1;0;12.8;99.2;2.1;2
THU;2.02405E+11;11.1;0;12.9;99;0.6;0.4
THU;2.02405E+11;11.2;0;13.1;98.5;0.4;0.3
THU;2.02405E+11;10.7;0;12.2;99;1;0.3
THU;2.02405E+11;10.9;0;12.4;99.3;1.1;1.1
THU;2.02405E+11;11;0;12.6;99.3;1;0.9
THU;2.02405E+11;11.3;0;13.2;98.3;1.3;1.3
THU;2.02405E+11;11.3;0;13.3;97.3;1.8;1.5
THU;2.02405E+11;11.1;0;12.8;99.1;1.7;1.2
THU;2.02405E+11;11.1;0;12.7;99.3;4.7;4.3
THU;2.02405E+11;11.3;0;13.3;98.4;4.1;3.8
THU;2.02405E+11;11.1;0;13.3;96.3;3;2.9
THU;2.02405E+11;11.2;0;13.1;97.9;1.3;1
THU;2.02405E+11;10.8;0;13.6;91.9;3.6;3.6
THU;2.02405E+11;10.2;0;13.6;86.9;3.9;3.9
THU;2.02405E+11;9.9;0;13.5;85;2.5;2.4
THU;2.02405E+11;9.9;0;13.4;85.1;2;1.2
THU;2.02405E+11;9.9;0;13.2;86.2;0.8;0.2
THU;2.02405E+11;10.1;0;12.5;91.8;1.3;1
THU;2.02405E+11;10.3;0;12.3;94.8;1.2;1.2
THU;2.02405E+11;10.5;0;12.4;95.9;1.2;1.2
THU;2.02405E+11;10.3;0;12;96.8;1.2;0.7
THU;2.02405E+11;10;0;11.2;98.8;1.3;1.2
THU;2.02405E+11;10.2;0;11.4;99.2;0.4;0.1
THU;2.02405E+11;9.8;0;10.8;99.2;0.9;0.8
THU;2.02405E+11;9.5;0;10.3;99.3;0.9;0.9
THU;2.02405E+11;9.5;0;10.3;99.3;0.8;0.6
THU;2.02405E+11;9.6;0;10.4;99.3;0.5;0.4
THU;2.02405E+11;8.9;0;9.3;99.3;1;1
THU;2.02405E+11;9.3;0;9.9;99.3;0.5;0.4
THU;2.02405E+11;9.3;0;10;99.3;0.5;0.2
THU;2.02405E+11;9.3;0;10;99.3;1.2;1.2
THU;2.02405E+11;9.4;0;10.1;99.3;0.6;0.2
THU;2.02405E+11;9.3;0;9.9;99.3;0.6;0.5
THU;2.02405E+11;9.3;0;9.9;99.3;0.6;0.6
THU;2.02405E+11;9.5;0;10.3;99.3;0.3;0.3
THU;2.02405E+11;9.5;0;10.3;99.3;0.5;0.5
THU;2.02405E+11;9.4;0;10.1;99.3;0.4;0.3
THU;2.02405E+11;9.6;0;10.4;99.3;0.6;0.6
THU;2.02405E+11;9.7;0;10.6;99.3;0.8;0.7
THU;2.02405E+11;9.7;0;10.6;99.3;1.1;1.1
THU;2.02405E+11;10.1;0;11.2;99.3;0.8;0.7
THU;2.02405E+11;10.4;2;11.8;99.3;0.9;0.5
THU;2.02405E+11;10.3;2;11.6;99.3;0.8;0.8
THU;2.02405E+11;10.5;2;11.9;99.3;0.3;0.2
THU;2.02405E+11;10.4;4;11.8;99.3;0.5;0.5
THU;2.02405E+11;10.3;3;11.7;99.3;1.4;1.4
THU;2.02405E+11;10.3;13;11.7;99.3;1.2;1.2
THU;2.02405E+11;10.3;43;11.7;99.3;1.6;1.6
THU;2.02405E+11;10.4;56;11.8;99.3;1.5;1.5
THU;2.02405E+11;10.4;33;11.8;99.3;1.3;1.3
THU;2.02405E+11;10.4;45;11.8;99.3;1.8;1.8
THU;2.02405E+11;10.5;86;11.9;99.3;2.2;2.2
THU;2.02405E+11;10.6;73;12;99.3;2.2;2.2
THU;2.02405E+11;10.6;87;12.1;99.3;2;2
THU;2.02405E+11;10.6;78;12.1;99.3;2.6;2.6
THU;2.02405E+11;10.7;115;12.2;99.2;2.5;2.5
THU;2.02405E+11;10.8;81;12.3;99.2;2;2
THU;2.02405E+11;10.8;53;12.3;99.2;2.1;2.1
THU;2.02405E+11;10.8;37;12.3;99.2;1.6;1.5
THU;2.02405E+11;10.8;46;12.3;99.2;1.5;1.5
THU;2.02405E+11;10.9;56;12.4;99.2;1.5;1.4
THU;2.02405E+11;10.9;61;12.5;99.2;1;1
THU;2.02405E+11;10.9;77;12.5;99.2;1.3;1.3
THU;2.02405E+11;11;64;12.6;99.2;1.2;1.1
THU;2.02405E+11;10.8;63;12.3;99.2;2.1;2
THU;2.02405E+11;10.8;47;12.3;99.2;1.9;1.8
THU;2.02405E+11;10.7;35;12.2;99.3;2;1.9
THU;2.02405E+11;10.7;29;12.2;99.3;2;2
THU;2.02405E+11;10.7;32;12.2;99.3;1.8;1.8
THU;2.02405E+11;10.6;46;12;99.3;2.8;2.8
THU;2.02405E+11;10.3;88;11.7;99.2;1.5;1.5
THU;2.02405E+11;10.3;76;11.7;99.2;1.1;1.1
THU;2.02405E+11;10.3;104;11.7;99.2;2;2
THU;2.02405E+11;10.3;126;11.7;99.2;1.7;1.6
THU;2.02405E+11;10.3;112;11.7;99.2;1.3;1.2
THU;2.02405E+11;10.3;72;11.7;99.2;0.4;0.2
THU;2.02405E+11;10.2;79;11.4;99.2;1.5;1.3
THU;2.02405E+11;10.3;99;11.5;99.3;1.6;1.5
THU;2.02405E+11;10.3;131;11.6;99.3;1;1
THU;2.02405E+11;10.4;215;11.8;99.3;0.9;0.8
THU;2.02405E+11;10.6;197;12;99.2;0.1;0.1
THU;2.02405E+11;10.6;208;12;98.9;1.1;1
THU;2.02405E+11;10.3;202;12;96.6;1.4;1.4
THU;2.02405E+11;10.3;154;11.9;97.9;2.1;2.1
THU;2.02405E+11;10.5;166;11.9;98.9;1.8;1.8
THU;2.02405E+11;10.3;139;11.7;99.2;2.2;2.1
THU;2.02405E+11;10.4;179;11.8;99.2;1.9;1.9
THU;2.02405E+11;10.5;177;11.9;99.2;1.6;1.6
THU;2.02405E+11;10.4;189;12;97.4;1.9;1.8
THU;2.02405E+11;10.3;166;12.1;96.6;1.9;1.9
THU;2.02405E+11;10.3;126;12.1;96.7;2;1.9
THU;2.02405E+11;10.6;161;12.2;98;1.7;1.7
THU;2.02405E+11;10.6;160;12.2;97.6;2.1;2.1
THU;2.02405E+11;10.8;191;12.4;98.6;1.4;1.4
THU;2.02405E+11;10.6;205;12.6;96;1.4;1.3
THU;2.02405E+11;10.5;226;12.8;93.9;1.5;1.5
THU;2.02405E+11;10.4;255;13;92.2;1.3;1.3
THU;2.02405E+11;10.4;264;13;92.4;1.9;1.9
THU;2.02405E+11;10.3;179;13;91;1.4;1.3
THU;2.02405E+11;10.3;171;13.2;90;0.9;0.9
THU;2.02405E+11;10.4;187;13.3;89.5;0.6;0.6
THU;2.02405E+11;10.1;170;13.3;87.9;0.8;0.7
THU;2.02405E+11;10;136;13.3;86.6;0.8;0.7
THU;2.02405E+11;10.1;126;13.3;87.9;1.6;1.5
THU;2.02405E+11;10;117;13.3;86.7;1.2;1.2
THU;2.02405E+11;10.5;148;13.1;92.2;1.6;1.5
THU;2.02405E+11;10.9;184;13.1;95.8;2;1.9
THU;2.02405E+11;10.9;238;13.6;92.2;1.1;0.7
THU;2.02405E+11;9.7;203;13.3;84.1;2.4;2.3
THU;2.02405E+11;9.7;158;13.1;84.9;1.7;1.7
THU;2.02405E+11;9.8;180;13.1;86.4;1.8;1.8
THU;2.02405E+11;9.9;88;13;87.8;1;1
THU;2.02405E+11;10;44;12.8;89.4;1.1;1.1
THU;2.02405E+11;9.9;62;12.6;89.9;1;1
THU;2.02405E+11;9.9;60;12.7;89.3;0.7;0.7
THU;2.02405E+11;9.9;53;12.6;89.1;1.3;1.1
THU;2.02405E+11;10.1;37;12.4;92.3;1.2;1.2
THU;2.02405E+11;10.2;45;12.3;93.8;0.9;0.8
THU;2.02405E+11;10.5;47;12.3;96.3;0.8;0.8
THU;2.02405E+11;10.6;45;12.2;98.5;0.8;0.8
THU;2.02405E+11;10.6;46;12.2;98.6;0.6;0.5
THU;2.02405E+11;10.4;27;12.2;96.5;0.8;0.8
THU;2.02405E+11;10.6;16;12.1;98.2;1.1;1.1
THU;2.02405E+11;10.3;14;12;96.7;0.5;0.4
THU;2.02405E+11;10;10;12;93.8;0.6;0.5
THU;2.02405E+11;10;3;11.8;94.8;1.1;1.1
THU;2.02405E+11;10.1;0;11.7;96.7;1;1
THU;2.02405E+11;10;0;11.6;95.7;0.8;0.8
THU;2.02405E+11;9.8;0;11.6;94.8;0.9;0.8
THU;2.02405E+11;10;0;11.5;96.9;0.8;0.8
THU;2.02405E+11;10.1;0;11.5;98;0.7;0.7
THU;2.02405E+11;10.2;0;11.5;98.7;0.5;0.5
THU;2.02405E+11;10.2;0;11.4;99.2;0.2;0.2
THU;2.02405E+11;10.2;0;11.4;99.2;0.5;0.4
THU;2.02405E+11;10.2;0;11.4;99.2;0.3;0.3
THU;2.02405E+11;10;0;11.1;99.3;0.6;0.5
THU;2.02405E+11;10.1;0;11.2;99.3;0.9;0.9
THU;2.02405E+11;10.1;0;11.2;99.2;0.7;0.7
THU;2.02405E+11;10.1;0;11.2;99.2;0.9;0.9
THU;2.02405E+11;10;0;11.1;99.2;1;1
THU;2.02405E+11;10;0;11.1;99;1.1;1.1
THU;2.02405E+11;10;0;11.1;98.9;1.3;1.3
THU;2.02405E+11;9.8;0;11.2;96.1;1.5;1.5
THU;2.02405E+11;9.6;0;11.1;95.4;1.2;1.2
THU;2.02405E+11;9.6;0;11.1;95.2;1;0.9
THU;2.02405E+11;9.6;0;11;95.8;0.8;0.7
THU;2.02405E+11;9.5;0;10.9;94.9;1.6;1.6
THU;2.02405E+11;9.3;0;10.7;94.6;1.8;1.7
THU;2.02405E+11;9.4;0;10.3;98.3;1.1;1
THU;2.02405E+11;9.3;0;10;99.3;1.3;1.3
THU;2.02405E+11;9.4;0;10.1;99.3;0.7;0.7
THU;2.02405E+11;9.3;0;10;99.3;1.1;1.1
THU;2.02405E+11;9.3;0;10;99.3;0.8;0.8
THU;2.02405E+11;9.3;0;9.9;99.3;0.8;0.7
THU;2.02405E+11;9.3;0;9.9;99.3;0.8;0.8
THU;2.02405E+11;9.3;0;9.9;99.3;0.3;0.3
THU;2.02405E+11;9.3;0;9.9;99.3;1;1
THU;2.02405E+11;9.3;0;9.9;99.3;1.6;1.5
